%   r      rhoC0        rhoC1      XC0      XC1    totavpo   ch2layer.c, temp=0.10, samp=100000, term=100000, N=1000000
 0.000100  0.000000  1.000000     0.000     0.000  2.499750
 0.000200  1.000000  0.000000     0.000     0.000  2.499500
 0.000300  1.000000  0.000000     0.000     0.000  2.499000
 0.000400  0.000000  0.000000     0.000     0.000  0.000000
 0.000450  0.842051  0.176677  9627.875 11124.02   2.545673
 0.000470  0.846014  0.173991  6299.151  7440.245  2.548816
 0.000500  0.853308  0.167364  2794.708  3421.684  2.550405
 0.000550  0.854352  0.167084  1856.897  2198.797  2.552185
 0.000600  0.859925  0.161861  1092.643  1338.998  2.552931
 0.000700  0.862818  0.159414   601.358   793.335  2.553791
 0.000800  0.866529  0.155605   449.565   587.934  2.553291
 0.000900  0.868964  0.154103   263.297   400.556  2.555367
 0.001000  0.869922  0.152785   185.368   259.856  2.554211
 0.001100  0.867127  0.156755   128.237   182.894  2.556889
 0.001200  0.863173  0.162210   103.794   150.461  2.560380
 0.001400  0.851348  0.178801    72.145   109.594  2.571768
 0.001600  0.837149  0.198319    50.780    89.155  2.584528
 0.001800  0.819149  0.223694    44.722    82.747  2.602414
 0.001900  0.807861  0.239286    53.170    98.601  2.612893
 0.002000  0.793007  0.259688    72.604   132.175  2.626474
 0.002050  0.780683  0.275595   152.732   233.738  2.635280
 0.002100  0.760803  0.299964   434.660   554.168  2.646348
 0.002130  0.740743  0.322956   1693.65   1936.06  2.653585
 0.002140  0.742918  0.321353   647.490    799.62  2.654984
 0.002150  0.735080  0.330461    957.16   1150.50  2.658123
 0.002155  0.718849  0.347769   2748.70   3090.93  2.660798
 0.002160  0.717617  0.349377   1985.25   2261.49  2.661722
 0.002163  0.679945  0.388544   7342.64  7838.60   2.665445
 0.002190  0.570557  0.501369  33006.3   32799.7   2.673945
 0.002200  0.482689  0.590683  7216.38   7051.25   2.677527
 0.002210  0.548587  0.525793  10602.3   10677.4   2.680016
 0.002220  0.554812  0.520225  14309.0   14184.6   2.681625
 0.002230  0.586049  0.489718  7205.28   7401.85   2.683420
 0.002250  0.535754  0.541879  4297.55   4317.68   2.688022
 0.002300  0.524579  0.556198  2334.50   2302.78   2.695728
 0.002400  0.538432  0.547070  1720.81   1723.06   2.707242
 0.002500  0.543684  0.544931   691.850   697.164  2.714732
 0.002600  0.544073  0.546514   468.162   471.505  2.719388
 0.002700  0.544678  0.546877   377.197   377.607  2.721520
 0.002800  0.546236  0.545710   222.001   222.176  2.722221
 0.002900  0.545916  0.545773   192.675   190.297  2.721306
 0.003000  0.546719  0.544082   176.385   177.756  2.718822
 0.003100  0.543986  0.545566   142.076   139.889  2.715437
 0.003200  0.544278  0.543674   111.919   111.379  2.711178
 0.003400  0.543292  0.540182    81.410    81.220  2.699475
 0.003600  0.538673  0.539503    68.408    68.080  2.685738
 0.003800  0.537080  0.535058    59.678    61.227  2.670161
 0.004000  0.532137  0.532845    49.056    50.614  2.651806
 0.004200  0.529464  0.528790    40.822    41.150  2.634522
 0.004400  0.525602  0.524390    32.754    35.921  2.613430
 0.004600  0.521161  0.521044    27.785    28.143  2.593527
 0.005000  0.512668  0.512789    24.566    24.660  2.550823
 0.006000  0.490908  0.490830    15.367    15.068  2.439618
 0.007000  0.468630  0.468553    11.452    11.588  2.326555
 0.008000  0.446309  0.446494     9.625     9.502  2.214151
 0.009000  0.424481  0.424424     8.304     8.104  2.103162
 0.010000  0.402732  0.402702     7.351     7.414  1.993451
 0.011000  0.381094  0.381163     7.081     7.034  1.884680
 0.012000  0.359587  0.359556     6.723     6.847  1.776283
 0.012000  0.359570  0.359556     6.634     6.727  1.776240
 0.013000  0.337878  0.337863     6.727     6.925  1.667389
 0.014000  0.315974  0.315965     6.150     6.298  1.557729
 0.015000  0.293542  0.293538     6.527     6.450  1.445686
 0.016000  0.270486  0.270507     6.690     6.725  1.330845
 0.017000  0.246399  0.246388     7.079     7.112  1.211023
 0.018000  0.220859  0.220853     7.216     7.157  1.084402
 0.019000  0.193301  0.193289     7.853     7.853  0.948111
 0.020000  0.162695  0.162692     8.628     8.521  0.797198
 0.021000  0.126894  0.126899     9.938     9.848  0.621159
 0.021500  0.105915  0.105914    10.360    10.417  0.518185
 0.022000  0.080879  0.080886    12.962    12.898  0.395515
 0.022500  0.047530  0.047528    15.740    15.744  0.232297
 0.022600  0.038263  0.038262    19.240    19.243  0.186988
 0.022700  0.027612  0.027612    21.411    21.414  0.134926
 0.022750  0.020880  0.020879    28.307    28.304  0.102023
 0.022780  0.015655  0.015655    30.357    30.360  0.076492
 0.022800  0.011739  0.011739    36.867    36.866  0.057357
 0.022805  0.010419  0.010419    39.571    39.576  0.050905
 0.023000  0.000000  0.000000     0.000     0.000  0.000000
 0.024000  0.000000  0.000000     0.000     0.000  0.000000
 0.025000  0.000000  0.000000     0.000     0.000  0.000000
 0.026000  0.000000  0.000000     0.000     0.000  0.000000
 0.028000  0.000000  0.000000     0.000     0.000  0.000000
 0.030000  0.000000  0.000000     0.000     0.000  0.000000
